city,local,co,no2,o3,pm10,pm25,so2
Jaipur,2020-10-26T05:15:00+05:30,1140,178.8,6.36,134.05,148.6,8.9
Jaipur,2020-10-26T06:00:00+05:30,1110,193.75,6.88,147,147.6,8.72
Jaipur,2020-10-26T06:30:00+05:30,980,178.33,5.16,147.6,146.77,10.1
Jaipur,2020-10-26T07:15:00+05:30,1200,166.94,9.96,155.48,105.38,11.25
Jaipur,2020-10-26T07:45:00+05:30,950,128.73,17.35,155.57,105.38,12.27
Jaipur,2020-10-26T09:00:00+05:30,1190,83.22,37.07,218.41,82.74,9.17
Jaipur,2020-10-26T09:30:00+05:30,1330,93.04,50.09,220.96,82.05,14.59
Jaipur,2020-10-26T12:15:00+05:30,9150,3.92,82.38,0,0,84.76
Jaipur,2020-10-26T19:00:00+05:30,2530,109.89,16.46,142.34,30.64,8.89
Jaipur,2020-10-26T19:30:00+05:30,2140,87.37,28.59,142.34,29.8,14.49
Jaipur,2020-10-26T20:00:00+05:30,790,95.91,18.05,153.54,23.25,6.64
Jaipur,2020-10-26T20:30:00+05:30,1820,101.14,10.45,154.07,23.1,9.35
Jaipur,2020-10-26T20:45:00+05:30,1450,82.24,21.71,154.07,23.1,8.61
Jaipur,2020-10-26T22:00:00+05:30,1700,98.53,14.42,138.06,41.18,3.92
Jaipur,2020-10-26T23:00:00+05:30,1810,101.38,7.91,142.38,57.69,5.59
Jaipur,2020-10-27T00:30:00+05:30,930,42.94,66.75,147.35,56.93,11.02
Jaipur,2020-10-27T01:00:00+05:30,910,31.84,76.51,134.3,66.04,10.99
Jaipur,2020-10-27T01:30:00+05:30,930,29.65,72.77,134.15,66.04,9.88
Jaipur,2020-10-27T03:30:00+05:30,1640,29.75,73.33,155.3,94.17,8.01
Jaipur,2020-10-27T04:00:00+05:30,770,44.6,64.27,153.35,88.45,5.76
Jaipur,2020-10-27T05:15:00+05:30,1020,31.63,73.55,158.67,105.25,13.12
Jaipur,2020-10-27T06:15:00+05:30,1620,40.35,66.1,167.85,118.56,10.54
Jaipur,2020-10-27T08:00:00+05:30,960,46.92,69.77,221.9,146.02,5.85
Jaipur,2020-10-27T11:15:00+05:30,1670,23.43,134.97,218.23,132.38,11.01
Jaipur,2020-10-27T11:30:00+05:30,1750,28.82,121.4,218.23,132.38,10.52
Jaipur,2020-10-27T12:15:00+05:30,1260,30.65,128.34,207.75,114.79,10.72
Jaipur,2020-10-27T13:00:00+05:30,570,32.7,119.09,187.56,92.9,15.23
Jaipur,2020-10-27T18:00:00+05:30,1090,0.65,36.27,190.46,123.04,11.74
Jaipur,2020-10-27T18:30:00+05:30,1580,0.78,12.44,191.16,123.74,15.17
Jaipur,2020-10-27T18:45:00+05:30,1600,0.88,13.46,191.16,123.74,12.57
Jaipur,2020-10-27T19:00:00+05:30,2000,128.37,12.57,206.28,116.49,11.8
Jaipur,2020-10-27T19:30:00+05:30,1680,97.92,37.75,206.64,116.41,11.83
Jaipur,2020-10-27T19:45:00+05:30,1370,58.49,64.97,206.64,116.41,9.85
Jaipur,2020-10-27T20:15:00+05:30,1570,53.24,61.68,204.25,109.71,6.14
Jaipur,2020-10-27T20:30:00+05:30,1560,61.57,50.54,204.25,109.71,6.14
Jaipur,2020-10-27T20:45:00+05:30,1690,82.07,30.26,204.25,109.71,5.71
Jaipur,2020-10-27T21:00:00+05:30,1630,91.2,22.79,180.11,99.49,4.79
Jaipur,2020-10-27T21:30:00+05:30,1200,100.82,14.81,178.69,98.89,3.97
Jaipur,2020-10-27T22:30:00+05:30,860,84.34,20,165.99,82.64,2.57
Jaipur,2020-10-27T23:15:00+05:30,610,38.24,39.85,151.61,76.4,3.21
Jaipur,2020-10-28T01:00:00+05:30,950,32.45,50.4,95.4,41.27,4.53
Jaipur,2020-10-28T03:00:00+05:30,230,36.4,54.7,95.26,40.32,4.36
Jaipur,2020-10-28T07:45:00+05:30,1690,126.59,7.57,103.17,47.29,5.81
Jaipur,2020-10-28T11:15:00+05:30,930,34.61,104.56,134.59,52.35,10.69
Jaipur,2020-10-28T13:00:00+05:30,1230,20.91,88.61,100.15,41.32,8.44
Jaipur,2020-10-28T15:45:00+05:30,870,26.52,79.39,103.68,36.86,7.59
Jaipur,2020-10-28T16:30:00+05:30,1050,35.54,68.48,91.43,37.64,9.15
Chennai,2020-10-26T04:45:00+05:30,80,16.69,0.81,91.43,67.22,4.41
Chennai,2020-10-26T05:15:00+05:30,100,16.57,0.69,91.43,59.53,4.54
Chennai,2020-10-26T06:00:00+05:30,130,15.71,1.37,91.43,52.42,4.34
Chennai,2020-10-26T06:15:00+05:30,120,15.57,2.36,91.43,52.42,4.34
Chennai,2020-10-26T06:45:00+05:30,130,15.61,5.34,91.43,52.41,4.64
Chennai,2020-10-26T07:15:00+05:30,90,14.94,8.21,91.43,52.38,4.81
Chennai,2020-10-26T07:45:00+05:30,140,15.92,11.09,91.43,55.04,4.49
Chennai,2020-10-26T09:00:00+05:30,80,16.11,17.44,91.43,67.06,4.87
Chennai,2020-10-26T09:45:00+05:30,80,15.55,19.57,91.43,69.04,4.24
Chennai,2020-10-26T12:15:00+05:30,170,15.9,30.11,91.43,61,3.24
Chennai,2020-10-26T19:15:00+05:30,180,15.97,0.56,91.43,59.85,3.36
Chennai,2020-10-26T19:45:00+05:30,220,15.25,0.65,91.43,60.12,3.55
Chennai,2020-10-26T20:15:00+05:30,190,16.07,0.5,91.43,60.74,3.48
Chennai,2020-10-26T20:30:00+05:30,170,15.73,0.56,91.43,60.74,2.77
Chennai,2020-10-26T20:45:00+05:30,140,15.07,0.61,91.43,62.08,2.81
Chennai,2020-10-26T22:00:00+05:30,240,15.96,0.49,91.43,84.78,3.05
Chennai,2020-10-26T23:00:00+05:30,190,15.57,0.75,91.43,87.79,3.21
Chennai,2020-10-27T00:30:00+05:30,210,15.43,0.4,91.43,61.66,3.25
Chennai,2020-10-27T01:15:00+05:30,170,16.58,0.4,91.43,66.21,4.15
Chennai,2020-10-27T01:30:00+05:30,230,16.49,0.37,91.43,66.21,4.55
Chennai,2020-10-27T03:30:00+05:30,220,15.84,0.6,91.43,63.95,4.85
Chennai,2020-10-27T04:15:00+05:30,150,15.87,0.59,91.43,69.99,5.14
Chennai,2020-10-27T05:15:00+05:30,210,15.62,0.68,91.43,63.77,5.1
Chennai,2020-10-27T06:15:00+05:30,200,16.06,2.32,91.43,62.88,5.69
Chennai,2020-10-27T08:00:00+05:30,170,15.69,10.15,91.43,73.72,5.78
Chennai,2020-10-27T11:15:00+05:30,140,16.61,16.87,91.43,68.56,4.99
Chennai,2020-10-27T11:30:00+05:30,100,16.23,29.05,91.43,68.56,4.62
Chennai,2020-10-27T12:30:00+05:30,60,15.47,16.08,91.43,62.62,4.73
Chennai,2020-10-27T13:15:00+05:30,40,15.74,12.65,91.43,69.01,6.36
Chennai,2020-10-27T18:15:00+05:30,250,15.35,0.52,91.43,59.77,8.65
Chennai,2020-10-27T18:45:00+05:30,360,15.38,0.58,91.43,55,6.46
Chennai,2020-10-27T19:00:00+05:30,240,14.12,0.58,91.43,41.89,6.51
Chennai,2020-10-27T19:15:00+05:30,670,15.07,0.56,91.43,41.89,5.33
Chennai,2020-10-27T19:45:00+05:30,660,15.29,0.56,91.43,41.89,4.17
Chennai,2020-10-27T20:15:00+05:30,700,15.3,0.55,91.43,41.88,2.83
Chennai,2020-10-27T20:45:00+05:30,560,15.84,0.49,91.43,41.97,2.93
Chennai,2020-10-27T21:00:00+05:30,50,16.43,0.25,91.43,42.2,3.05
Chennai,2020-10-27T21:15:00+05:30,100,14.84,0.7,91.43,42.2,2.53
Chennai,2020-10-27T21:30:00+05:30,110,15.01,0.56,91.43,42.2,2.43
Chennai,2020-10-27T22:30:00+05:30,90,15.49,0.8,91.43,42.71,2.58
Chennai,2020-10-27T23:15:00+05:30,40,14.65,0.6,91.43,43.39,1.97
Chennai,2020-10-28T01:30:00+05:30,9300,16.06,0.76,91.43,43.56,3.64
Chennai,2020-10-28T01:45:00+05:30,30,15.34,0.1,91.43,44.44,3.29
Chennai,2020-10-28T02:00:00+05:30,20,16.57,0.38,91.43,46.61,3.36
Chennai,2020-10-28T03:00:00+05:30,310,15,0.74,91.43,34.45,3.17
Chennai,2020-10-28T07:45:00+05:30,310,15.97,17.36,91.43,24.1,3.63
Chennai,2020-10-28T08:30:00+05:30,230,15.84,10.04,91.43,22.65,4.01
Chennai,2020-10-28T12:00:00+05:30,220,16.12,18.44,91.43,33.02,3.55
Chennai,2020-10-28T13:30:00+05:30,150,16.34,36.78,91.43,45.29,3.39
Chennai,2020-10-28T15:45:00+05:30,220,15.54,16.41,91.43,31.44,3.1
Delhi,2020-10-26T04:45:00+05:30,2600,57.8,99.7,613,299,14.9
Delhi,2020-10-26T05:30:00+05:30,2400,55.5,88.9,613,299,17.5
Delhi,2020-10-26T06:00:00+05:30,2400,54.6,62.1,655,279,15.5
Delhi,2020-10-26T06:45:00+05:30,2500,57.9,40.9,544,282,15.7
Delhi,2020-10-26T07:15:00+05:30,2400,59.1,18.5,544,282,16.7
Delhi,2020-10-26T09:00:00+05:30,1500,56.8,27.1,591,334,34.2
Delhi,2020-10-26T16:00:00+05:30,1500,56.8,104.6,591,334,34.2
Delhi,2020-10-26T18:30:00+05:30,1000,83.5,104.6,344,94,22.3
Delhi,2020-10-26T19:15:00+05:30,900,81,6.6,395,128,16.7
Delhi,2020-10-26T19:30:00+05:30,900,79.5,5.9,395,128,15.7
Delhi,2020-10-26T20:00:00+05:30,3500,77.9,5.7,429,128,14
Delhi,2020-10-26T20:15:00+05:30,3400,75.9,6.9,429,128,15.2
Delhi,2020-10-26T21:30:00+05:30,3200,43.3,31.3,348,138,16
Delhi,2020-10-26T22:30:00+05:30,3500,38,31.1,284,153,16.1
Delhi,2020-10-27T00:00:00+05:30,3700,34,28.3,381,248,17.2
Delhi,2020-10-27T00:30:00+05:30,3800,33.3,24.6,381,248,18
Delhi,2020-10-27T01:00:00+05:30,4000,37.9,24.6,378,257,17.9
Delhi,2020-10-27T03:00:00+05:30,1200,35.6,27.6,374,261,15.3
Delhi,2020-10-27T03:30:00+05:30,1100,33.9,28.2,374,261,15.3
Delhi,2020-10-27T04:45:00+05:30,1100,40.7,13.9,350,243,13
Delhi,2020-10-27T05:45:00+05:30,1200,43.4,8.1,411,277,14.1
Delhi,2020-10-27T07:15:00+05:30,2000,43.4,8.1,411,277,14.1
Delhi,2020-10-27T07:30:00+05:30,2000,68.8,8.6,416,285,15.2
Delhi,2020-10-27T11:00:00+05:30,800,21.4,111.2,354,179,18.6
Delhi,2020-10-27T12:00:00+05:30,900,17.2,112.2,260,132,14.4
Delhi,2020-10-27T12:30:00+05:30,1100,16.5,114.3,260,132,13.7
Delhi,2020-10-27T17:30:00+05:30,200,38.7,38.2,178,42,10.2
Delhi,2020-10-27T18:00:00+05:30,200,52.3,21.1,153,39,10.6
Delhi,2020-10-27T18:30:00+05:30,1100,82.6,5.9,153,84,12.4
Delhi,2020-10-27T19:00:00+05:30,1500,82.9,5.3,285,84,17.1
Delhi,2020-10-27T19:15:00+05:30,1500,79,5,285,84,17.9
Delhi,2020-10-27T19:45:00+05:30,1500,80.1,5.6,565,166,18.7
Delhi,2020-10-27T20:00:00+05:30,1700,75.6,5,565,166,18.5
Delhi,2020-10-27T20:30:00+05:30,1700,74.8,5.2,565,217,16.7
Delhi,2020-10-27T21:00:00+05:30,1500,70.1,5.3,646,217,15.3
Delhi,2020-10-27T22:00:00+05:30,1400,68.4,5.7,396,166,16.1
Delhi,2020-10-27T22:45:00+05:30,1500,69.6,5.7,320,143,15.3
Delhi,2020-10-28T00:15:00+05:30,1900,79.9,5.8,320,140,17.4
Delhi,2020-10-28T00:30:00+05:30,1800,77.6,6,320,140,17.8
Delhi,2020-10-28T01:00:00+05:30,1700,72.2,6,385,157,16.1
Delhi,2020-10-28T01:15:00+05:30,1800,62.5,6,385,157,15.8
Delhi,2020-10-28T01:30:00+05:30,1800,61.3,4.2,385,157,15.6
Delhi,2020-10-28T01:45:00+05:30,1800,61.3,4,322,141,15.6
Delhi,2020-10-28T02:00:00+05:30,1800,61.3,3.7,322,141,15.6
Delhi,2020-10-28T02:30:00+05:30,1200,63.6,4.9,322,141,13.5
Delhi,2020-10-28T03:00:00+05:30,1100,61.4,5,357,155,13.6
Delhi,2020-10-28T05:15:00+05:30,1100,54.4,6.2,409,234,15.6
Delhi,2020-10-28T06:30:00+05:30,1000,54.6,6.2,439,277,18.7
Delhi,2020-10-28T10:30:00+05:30,1300,40.9,88.6,476,259,31.6
Delhi,2020-10-28T11:00:00+05:30,1100,30.6,105.8,509,241,27.5
Delhi,2020-10-28T11:30:00+05:30,1200,27.1,126.6,509,241,25.1
Delhi,2020-10-28T12:00:00+05:30,1400,27.9,146.3,313,175,25.8
Delhi,2020-10-28T12:30:00+05:30,1500,26.5,157.8,313,175,25.5
Delhi,2020-10-28T13:00:00+05:30,1500,24.1,163,337,190,24.1
Delhi,2020-10-28T15:00:00+05:30,900,20.6,147.8,262,164,18.2
Delhi,2020-10-28T16:00:00+05:30,400,22.9,119,254,162,16.2
Rajamahendravaram,2020-10-26T04:45:00+05:30,780,6.7,54.8,69,37,8.2
Rajamahendravaram,2020-10-26T05:15:00+05:30,580,6.3,63.7,69,37,8.2
Rajamahendravaram,2020-10-26T05:45:00+05:30,810,8.8,62.8,78,41,8.2
Rajamahendravaram,2020-10-26T06:15:00+05:30,620,12.3,56.2,78,41,13.2
Rajamahendravaram,2020-10-26T06:45:00+05:30,900,11.8,58.7,112,49,12.1
Rajamahendravaram,2020-10-26T07:30:00+05:30,190,12.1,65.4,112,49,10.7
Rajamahendravaram,2020-10-26T09:00:00+05:30,940,13.3,97,134,63,15
Rajamahendravaram,2020-10-26T09:30:00+05:30,960,14.9,103.6,134,63,17.7
Rajamahendravaram,2020-10-26T12:00:00+05:30,1200,14.9,138.3,139,55,23.9
Rajamahendravaram,2020-10-26T19:15:00+05:30,1230,26.5,83.6,132,76,10.3
Rajamahendravaram,2020-10-26T19:45:00+05:30,1390,30.9,78.4,116,62,10.4
Rajamahendravaram,2020-10-26T20:15:00+05:30,1090,25.3,79.7,116,62,8.6
Rajamahendravaram,2020-10-26T21:00:00+05:30,700,22.8,72.8,92,50,8
Rajamahendravaram,2020-10-26T22:00:00+05:30,580,31.4,53.6,124,55,8.2
Rajamahendravaram,2020-10-26T22:45:00+05:30,620,38.1,43.2,131,60,7.4
Rajamahendravaram,2020-10-27T00:30:00+05:30,320,10.4,40.4,108,57,9
Rajamahendravaram,2020-10-27T01:15:00+05:30,380,6.8,44.2,89,54,9.2
Rajamahendravaram,2020-10-27T01:30:00+05:30,400,5.9,44.4,89,54,8.3
Rajamahendravaram,2020-10-27T03:00:00+05:30,720,6.4,44.4,52,36,6.7
Rajamahendravaram,2020-10-27T04:15:00+05:30,730,5,38.9,51,31,6.6
Rajamahendravaram,2020-10-27T05:15:00+05:30,440,6.4,34.6,48,31,6.9
Rajamahendravaram,2020-10-27T06:30:00+05:30,540,9.4,28.3,55,34,9.1
Rajamahendravaram,2020-10-27T08:00:00+05:30,640,9.1,41.9,79,41,11.2
Rajamahendravaram,2020-10-27T10:30:00+05:30,640,9.1,41.9,79,41,17.1
Rajamahendravaram,2020-10-27T10:45:00+05:30,820,12.8,81.6,105,40,17.1
Rajamahendravaram,2020-10-27T11:30:00+05:30,740,9.9,116.4,105,40,16.5
Rajamahendravaram,2020-10-27T12:30:00+05:30,1100,12.2,125.8,96,40,20.3
Rajamahendravaram,2020-10-27T13:15:00+05:30,310,11.1,137.3,92,35,17.3
Rajamahendravaram,2020-10-27T18:15:00+05:30,1330,29.9,122.8,135,55,17.4
Rajamahendravaram,2020-10-27T18:45:00+05:30,1260,32.8,125.4,150,63,17.1
Rajamahendravaram,2020-10-27T19:00:00+05:30,1390,35.5,109.6,150,63,17.3
Rajamahendravaram,2020-10-27T19:15:00+05:30,1390,44.3,94.5,150,63,16.8
Rajamahendravaram,2020-10-27T19:45:00+05:30,1560,49.4,88.8,168,74,17.4
Rajamahendravaram,2020-10-27T20:30:00+05:30,2040,48.1,75,168,74,16.1
Rajamahendravaram,2020-10-27T20:45:00+05:30,1990,55.6,67.5,166,70,16.1
Rajamahendravaram,2020-10-27T21:15:00+05:30,1080,42.5,59.5,166,70,13.6
Rajamahendravaram,2020-10-27T21:30:00+05:30,1310,46.5,63,166,70,13.4
Rajamahendravaram,2020-10-27T22:30:00+05:30,780,28.3,83.5,207,69,14.5
Rajamahendravaram,2020-10-27T23:15:00+05:30,800,23.6,66.8,146,69,12.3
Rajamahendravaram,2020-10-28T00:45:00+05:30,380,7.7,72.6,97,48,11.3
Rajamahendravaram,2020-10-28T02:15:00+05:30,870,5.8,68.1,67,40,9.5
Rajamahendravaram,2020-10-28T03:00:00+05:30,900,7.3,68.1,69,42,10.1
Rajamahendravaram,2020-10-28T06:00:00+05:30,460,10.5,58.5,62,34,9.2
Rajamahendravaram,2020-10-28T11:15:00+05:30,1480,19.8,74.6,135,46,20.9
Rajamahendravaram,2020-10-28T14:30:00+05:30,820,12.3,147.8,108,36,19.5
Delhi,2020-10-26T05:00:00+05:30,820,76.5,31,561,394,2.9
Delhi,2020-10-26T05:45:00+05:30,820,93.5,26.1,603,388,7.2
Delhi,2020-10-26T06:15:00+05:30,820,89,26.9,603,388,15.8
Delhi,2020-10-26T07:00:00+05:30,820,83.1,26.3,597,338,19.7
Delhi,2020-10-26T07:30:00+05:30,820,102.5,25.7,597,338,20.9
Delhi,2020-10-26T08:45:00+05:30,820,169.8,26.2,627,341,26.4
Delhi,2020-10-26T09:15:00+05:30,820,143.3,21,627,341,29.4
Delhi,2020-10-26T11:45:00+05:30,820,139,21,443,283,20.3
Delhi,2020-10-26T18:45:00+05:30,3300,135.7,31.9,332,111,19.5
Delhi,2020-10-26T19:30:00+05:30,3100,125,31.7,332,111,17.4
Delhi,2020-10-26T19:45:00+05:30,3000,120.1,29.8,326,122,18.4
Delhi,2020-10-26T20:15:00+05:30,3400,125.2,31,326,122,17.5
Delhi,2020-10-26T20:30:00+05:30,3800,131.6,29.1,326,122,15.9
Delhi,2020-10-26T21:45:00+05:30,3800,130.7,31.2,362,169,14.1
Delhi,2020-10-26T22:45:00+05:30,2700,111,37.3,356,168,11.6
Delhi,2020-10-27T00:15:00+05:30,2600,71.3,65.6,428,266,12
Delhi,2020-10-27T00:45:00+05:30,2400,48.5,97.1,383,243,11.8
Delhi,2020-10-27T01:15:00+05:30,2500,46.5,97.1,383,243,10.9
Delhi,2020-10-27T03:15:00+05:30,2400,80.1,33.7,344,244,10.3
Delhi,2020-10-27T03:45:00+05:30,2700,70,52.5,404,276,9.7
Delhi,2020-10-27T05:00:00+05:30,3300,83.4,32,377,270,12.1
Delhi,2020-10-27T06:00:00+05:30,3300,91.8,28.2,415,273,12.1
Delhi,2020-10-27T07:45:00+05:30,3100,79.3,29.9,384,250,4.9
Delhi,2020-10-27T11:00:00+05:30,1700,125.4,29.9,359,176,13.5
Delhi,2020-10-27T11:15:00+05:30,1700,122.8,39.7,359,176,12.6
Delhi,2020-10-27T12:15:00+05:30,2200,125.2,68.2,327,177,16.7
Delhi,2020-10-27T12:45:00+05:30,2000,129.1,67.6,337,159,15.1
Delhi,2020-10-27T17:45:00+05:30,3500,121.4,14.1,315,72,15.5
Delhi,2020-10-27T18:15:00+05:30,3000,129.1,14.3,315,72,17.8
Delhi,2020-10-27T18:45:00+05:30,4200,133.5,13.5,342,90,22.8
Delhi,2020-10-27T19:15:00+05:30,6500,114.9,13.9,342,90,29.6
Delhi,2020-10-27T19:30:00+05:30,7400,104.4,13.4,342,90,26.9
Delhi,2020-10-27T20:00:00+05:30,5100,120.8,13.8,469,133,9.1
Delhi,2020-10-27T20:15:00+05:30,5600,98.1,14.4,469,133,9.3
Delhi,2020-10-27T20:45:00+05:30,5700,116.1,13.9,434,141,7.9
Delhi,2020-10-27T21:15:00+05:30,6800,108.6,14.1,434,141,8.4
Delhi,2020-10-27T22:15:00+05:30,6900,111.2,14.3,505,161,6.9
Delhi,2020-10-27T23:00:00+05:30,5800,111.6,17.1,521,192,4.2
Delhi,2020-10-28T01:15:00+05:30,4800,69.1,17.1,398,184,4.2
Delhi,2020-10-28T01:30:00+05:30,4600,70.5,17,398,184,4.2
Delhi,2020-10-28T02:45:00+05:30,3500,85.1,18.5,277,157,4.2
Delhi,2020-10-28T07:30:00+05:30,3300,90,13.2,392,200,7.8
Delhi,2020-10-28T08:15:00+05:30,2400,99.2,13,343,182,3.5
Delhi,2020-10-28T11:45:00+05:30,2100,133.7,41.3,357,212,10.4
Delhi,2020-10-28T13:15:00+05:30,2300,125.9,75,364,212,18.2
Delhi,2020-10-28T15:15:00+05:30,2900,133.7,78.8,348,194,16.9
Hapur,2020-10-26T04:45:00+05:30,2900,58.5,1.4,331,69,3.9
Hapur,2020-10-26T05:30:00+05:30,2900,93,1.6,331,69,4.9
Hapur,2020-10-26T06:00:00+05:30,1630,90.4,2.2,318,67,5.2
Hapur,2020-10-26T06:15:00+05:30,1000,96.3,1.3,318,67,5.7
Hapur,2020-10-26T06:45:00+05:30,1000,62.6,0.6,334,66,5
Hapur,2020-10-26T07:30:00+05:30,1000,68.9,1.8,334,66,4.3
Hapur,2020-10-26T08:00:00+05:30,1000,50.1,1.8,458,79,3.7
Hapur,2020-10-26T09:45:00+05:30,1000,50.1,1.5,481,87,3.7
Hapur,2020-10-26T19:15:00+05:30,1340,39.8,2,300,60,3.7
Hapur,2020-10-26T20:00:00+05:30,1340,38.3,2.5,327,58,0.6
Hapur,2020-10-26T20:15:00+05:30,1410,36.2,2.1,327,58,0.5
Hapur,2020-10-26T20:30:00+05:30,1250,35.8,2,327,58,0.8
Hapur,2020-10-26T21:00:00+05:30,1250,35.3,1.2,256,51,0.7
Hapur,2020-10-26T22:00:00+05:30,1250,34.5,2.5,256,51,0.5
Hapur,2020-10-26T23:00:00+05:30,1250,34.6,1,249,49,0.5
Hapur,2020-10-27T00:30:00+05:30,1250,34.9,1.6,267,56,1.4
Hapur,2020-10-27T01:15:00+05:30,1250,35.9,2.1,290,56,2
Hapur,2020-10-27T01:30:00+05:30,1250,36.3,2.2,290,56,1.6
Hapur,2020-10-27T03:30:00+05:30,1250,37.6,2.2,351,75,3.2
Hapur,2020-10-27T04:15:00+05:30,1250,37.1,1.1,371,70,3.1
Hapur,2020-10-27T05:30:00+05:30,1340,38.7,2.3,370,75,4.3
Hapur,2020-10-27T06:30:00+05:30,1340,39.7,1.6,383,82,3.7
Hapur,2020-10-27T08:00:00+05:30,1340,40.3,1.6,390,86,2.9
Hapur,2020-10-27T11:30:00+05:30,1340,28.4,2.2,272,90,4.6
Hapur,2020-10-27T12:30:00+05:30,1340,24.2,2.2,263,145,4
Hapur,2020-10-27T13:15:00+05:30,1340,23.6,1.8,228,99,2
Hapur,2020-10-27T18:15:00+05:30,1340,33.5,2.4,207,111,3.9
Hapur,2020-10-27T18:45:00+05:30,1340,41.3,0.9,271,88,2.9
Hapur,2020-10-27T19:00:00+05:30,1340,41.4,0.7,271,88,2.9
Hapur,2020-10-27T19:15:00+05:30,1340,39.5,1.5,271,88,3.3
Hapur,2020-10-27T19:45:00+05:30,1340,40.2,2.8,272,68,2.4
Hapur,2020-10-27T20:00:00+05:30,1340,40.4,1.9,272,68,2.9
Hapur,2020-10-27T20:30:00+05:30,1340,40.3,2.3,272,68,2.4
Hapur,2020-10-27T20:45:00+05:30,1340,40,1.5,307,66,2.8
Hapur,2020-10-27T21:00:00+05:30,1340,39.7,0.9,307,66,3.1
Hapur,2020-10-27T21:15:00+05:30,1340,40.2,2.4,307,66,3.2
Hapur,2020-10-27T21:30:00+05:30,1340,40.4,2.2,307,66,2.9
Hapur,2020-10-27T22:30:00+05:30,1350,45.2,1.6,306,74,2.3
Hapur,2020-10-27T23:30:00+05:30,1350,49.9,1.6,342,81,2.8
Hapur,2020-10-28T00:45:00+05:30,1350,40.6,2.6,288,71,2.4
Hapur,2020-10-28T01:00:00+05:30,1350,40.9,1.9,288,71,1.9
Hapur,2020-10-28T01:30:00+05:30,190,42,1.2,288,71,3
Hapur,2020-10-28T01:45:00+05:30,190,40.4,2.2,277,69,2.6
Hapur,2020-10-28T02:00:00+05:30,190,40.1,1.5,277,69,2
Hapur,2020-10-28T02:30:00+05:30,190,39.4,2.1,277,69,3
Hapur,2020-10-28T03:00:00+05:30,190,42.3,1.7,257,60,2.3
Hapur,2020-10-28T03:30:00+05:30,190,61.3,1.6,257,60,2.8
Hapur,2020-10-28T06:00:00+05:30,190,51.1,1.1,287,70,4.2
Hapur,2020-10-28T07:15:00+05:30,190,51.7,2,328,72,3.1
Hapur,2020-10-28T07:45:00+05:30,190,53.7,2.1,373,87,3.3
Hapur,2020-10-28T11:15:00+05:30,190,34.2,2,387,157,2.3
Hapur,2020-10-28T11:30:00+05:30,190,34.9,2,387,157,2.5
Hapur,2020-10-28T11:45:00+05:30,190,35,1.8,350,141,3.1
Hapur,2020-10-28T12:00:00+05:30,190,34.4,1.7,350,141,2.5
Hapur,2020-10-28T12:30:00+05:30,190,31.2,1.8,350,141,2.6
Hapur,2020-10-28T13:15:00+05:30,190,30.3,2.1,291,72,3
Hapur,2020-10-28T13:30:00+05:30,190,29.1,1.8,291,72,3.1
Hapur,2020-10-28T15:45:00+05:30,190,21.1,1.9,144,36,4.7
Varanasi,2020-10-26T04:45:00+05:30,190,17.48,12.94,202,79,4.7
Varanasi,2020-10-26T05:30:00+05:30,190,15.6,10.78,202,79,4.7
Varanasi,2020-10-26T06:00:00+05:30,190,15.98,2.94,202,78,4.7
Varanasi,2020-10-26T06:15:00+05:30,190,21.24,8.43,204,78,4.7
Varanasi,2020-10-26T06:45:00+05:30,190,18.42,12.35,259,95,4.7
Varanasi,2020-10-26T07:15:00+05:30,190,14.85,23.91,259,95,4.7
Varanasi,2020-10-26T07:45:00+05:30,190,11.28,36.26,245,98,4.7
Varanasi,2020-10-26T09:00:00+05:30,190,17.48,39,366,106,4.7
Varanasi,2020-10-26T09:45:00+05:30,190,22.37,49.39,351,91,4.7
Varanasi,2020-10-26T12:15:00+05:30,190,16.92,66.25,227,67,4.7
Varanasi,2020-10-26T19:15:00+05:30,190,13.91,66.25,287,91,4.7
Varanasi,2020-10-26T19:45:00+05:30,190,20.87,42.34,310,115,4.7
Varanasi,2020-10-26T20:15:00+05:30,190,18.42,42.34,310,115,4.7
Varanasi,2020-10-26T20:30:00+05:30,190,19.18,42.34,310,115,4.7
Varanasi,2020-10-26T20:45:00+05:30,190,16.92,49.2,303,122,4.7
Varanasi,2020-10-26T22:00:00+05:30,190,17.11,67.23,314,123,4.7
Varanasi,2020-10-26T23:00:00+05:30,190,20.68,67.23,314,115,4.7
Varanasi,2020-10-27T00:30:00+05:30,190,15.42,67.23,321,115,4.7
Varanasi,2020-10-27T01:15:00+05:30,190,18.42,67.23,265,103,4.7
Varanasi,2020-10-27T01:30:00+05:30,190,19.36,75.85,265,103,4.7
Varanasi,2020-10-27T03:30:00+05:30,190,18.24,14.9,218,103,4.7
Varanasi,2020-10-27T04:15:00+05:30,190,18.61,12.35,203,95,4.7
Varanasi,2020-10-27T05:15:00+05:30,190,18.99,9.41,194,103,4.7
Varanasi,2020-10-27T06:15:00+05:30,190,16.17,13.33,200,76,4.7
Varanasi,2020-10-27T08:00:00+05:30,190,16.17,15.48,294,89,4.7
Varanasi,2020-10-27T11:15:00+05:30,190,15.23,14.7,311,92,4.7
Varanasi,2020-10-27T11:30:00+05:30,190,21.43,13.72,311,92,4.7
Varanasi,2020-10-27T12:30:00+05:30,190,17.3,20.19,283,92,4.7
Varanasi,2020-10-27T13:15:00+05:30,190,22.37,20.38,231,71,4.7
